epoch,train_loss,val_acc,val_ndcg@5,val_ndcg@10,val_ndcg@20,val_spearman,monitor,lr,lambda_ce,max_pairs_per_group,dropout
184,0.06684991518872348,0.302575,0.9890662435406382,0.9694349733022503,0.9667634562859053,0.8930088637448649,0.9312219185235575,0.0003,0.33,128,0.3
185,0.06544452199086337,0.2956,0.9878276375131079,0.9628452675801913,0.9657723061714404,0.8935081498475308,0.928176708713861,0.0003,0.33,128,0.3
186,0.06555474332473614,0.3011,0.9890662435406382,0.9691702234287178,0.9668041312214333,0.8924055236836121,0.930787873556165,0.0003,0.33,128,0.3
187,0.06559417476832621,0.304025,0.9890662435406382,0.9694349733022503,0.966827919387959,0.8925272043131616,0.9309810888077059,0.0003,0.33,128,0.3
188,0.06624977427120178,0.2983,0.985868324780266,0.9668755400318132,0.9651737675991569,0.8923357300324622,0.9296056350321378,0.0003,0.33,128,0.3
189,0.06517751286198516,0.298325,0.9890662435406382,0.9701822272224084,0.9676105955959664,0.8922184691727109,0.9312003481975597,0.0003,0.33,128,0.3
190,0.06553238930971277,0.297475,0.9890662435406382,0.975483959572321,0.9679625561224137,0.8912223140701537,0.9333531368212373,0.0003,0.33,128,0.3
191,0.0667521951280807,0.30155,0.9749345683209042,0.966313469309901,0.9648000699051276,0.8913405319567042,0.9288270006333026,0.0003,0.33,128,0.3
192,0.06555597757868986,0.300375,1.0,0.9707442979443206,0.9682360169019357,0.8934168453913163,0.9320805716678184,0.0003,0.33,128,0.3
193,0.06472658933678818,0.30355,0.9878276375131079,0.968958927755138,0.9666327501798238,0.8925922106385618,0.9307755691968499,0.0003,0.33,128,0.3
194,0.06490655760825383,0.29785,0.9749345683209042,0.9610117369599884,0.9641862637304585,0.8918180835520999,0.9264149102560442,0.0003,0.33,128,0.3
195,0.06722403574816929,0.30285,1.0,0.9707442979443206,0.9711316676061171,0.8921941008279101,0.9314691993861153,0.0003,0.33,128,0.3
196,0.06505021154036124,0.2981,0.9890662435406382,0.9697626983157988,0.9675229169777562,0.8924292197926486,0.9310959590542236,0.0003,0.33,128,0.3
197,0.06620115516067203,0.302125,0.9736959622933739,0.9602079663993276,0.9636610242634519,0.8908756439250032,0.9255418051621653,0.0003,0.33,128,0.3
198,0.06643879154578206,0.3007,0.985868324780266,0.9615738076819005,0.9648218070727096,0.8908814874342587,0.9262276475580795,0.0003,0.33,128,0.3
199,0.06539220090860683,0.30265,0.985868324780266,0.9615738076819005,0.9645521514625985,0.8902036098872991,0.9258887087845997,0.0003,0.33,128,0.3
200,0.06545640522582125,0.3003,0.9890662435406382,0.9636490381408521,0.9664651338375125,0.8903383354274783,0.9269936867841653,0.0003,0.33,128,0.3
201,0.06640510398483286,0.30915,0.9890662435406382,0.9697626983157988,0.9671700816859495,0.8912344223242921,0.9304985603200454,0.0003,0.33,128,0.3
202,0.06530906329741033,0.309775,0.9890662435406382,0.9691702234287178,0.9668041312214333,0.8919501232075648,0.9305601733181413,0.0003,0.33,128,0.3
203,0.06463653189390654,0.306075,0.9890662435406382,0.9697626983157988,0.9673356564678697,0.891912376335544,0.9308375373256714,0.0003,0.33,128,0.3
204,0.06526477640554902,0.3147,0.985868324780266,0.9615738076819005,0.9643123307104454,0.8917630173143976,0.926668412498149,0.0003,0.33,128,0.3
205,0.06685240977311913,0.309475,1.0,0.9707442979443206,0.9682360169019357,0.8913404044478698,0.9310423511960952,0.0003,0.33,128,0.3
206,0.06512303473055193,0.3125,0.9736959622933739,0.9589765096676839,0.9560498208114131,0.8914284153592927,0.9252024625134883,0.0003,0.33,128,0.3
207,0.0639248784557787,0.3085,0.985868324780266,0.9615738076819005,0.9613866960969879,0.8921852914647628,0.9268795495733316,0.0003,0.33,128,0.3
208,0.06403824494627142,0.309375,0.9878276375131079,0.9628452675801913,0.9654985073325516,0.8921757570307953,0.9275105123054933,0.0003,0.33,128,0.3
209,0.06516409489432178,0.302725,0.9890662435406382,0.9697626983157988,0.9672166631207121,0.8925976620254316,0.9311801801706152,0.0003,0.33,128,0.3
210,0.0635417319366952,0.3103,0.9749345683209042,0.9610117369599884,0.9642082886265273,0.8922687850667771,0.9266402610133828,0.0003,0.33,128,0.3
211,0.06395689720662652,0.31655,1.0,0.9707442979443206,0.9678831816101292,0.8921359949314538,0.9314401464378872,0.0003,0.33,128,0.3
212,0.06476139765005769,0.31705,0.9890662435406382,0.9697626983157988,0.9672166631207121,0.8924408609826497,0.9311017796492242,0.0003,0.33,128,0.3
213,0.06380977982700198,0.304375,0.9878276375131079,0.968958927755138,0.9664383367819799,0.892241738558408,0.930600333156773,0.0003,0.33,128,0.3
214,0.06263790639145429,0.31525,0.9890662435406382,0.9697626983157988,0.9674069332897783,0.8922798059546336,0.9310212521352161,0.0003,0.33,128,0.3
215,0.06425403084819711,0.31125,0.9890662435406382,0.9697626983157988,0.9673356564678697,0.8929790687317327,0.9313708835237657,0.0003,0.33,128,0.3
216,0.06642144071181508,0.313,1.0,0.9707442979443206,0.9679842932899958,0.8925188260867014,0.931631562015511,0.0003,0.33,128,0.3
217,0.0638918715475125,0.31935,1.0,0.9707442979443206,0.9680487563920493,0.8926569889630291,0.9317006434536749,0.0003,0.33,128,0.3
218,0.06429624212211683,0.3153,0.9890662435406382,0.9697626983157988,0.9636118341342925,0.8912051577035921,0.9304839280096955,0.0003,0.33,128,0.3
219,0.06381811716342149,0.3121,1.0,0.9707442979443206,0.9679878979684728,0.8916955226861012,0.9312199103152109,0.0003,0.33,128,0.3
220,0.06427964855842425,0.30815,1.0,0.9762654832321863,0.9684590305978785,0.8913866677585359,0.9338260754953611,0.0003,0.33,128,0.3
221,0.06318322883215594,0.308575,1.0,0.9760460302942332,0.9684502675015834,0.8906975932224793,0.9333718117583563,0.0003,0.33,128,0.3
222,0.06459749412306441,0.30385,1.0,0.9765302331057186,0.9719246892952234,0.8914035928783777,0.9339669129920481,0.0003,0.33,128,0.3
223,0.06538152323359549,0.312875,1.0,0.9762654832321863,0.9686988513500316,0.8919852808398048,0.9341253820359956,0.0003,0.33,128,0.3
224,0.06449380905441979,0.311,0.9878276375131079,0.9742606601050506,0.9672424131257151,0.8917614527668307,0.9330110564359406,0.0003,0.33,128,0.3
225,0.06482761893440649,0.309675,0.9890662435406382,0.9747367056521629,0.9676893562766704,0.8908508779361837,0.9327937917941733,0.0003,0.33,128,0.3
226,0.06379812241282874,0.309325,0.9878276375131079,0.968146999930104,0.9663125668641164,0.8924928636824296,0.9303199318062668,0.0003,0.33,128,0.3
227,0.0642854541519761,0.31275,0.9890662435406382,0.9701822272224084,0.9676404304539246,0.8915004166232702,0.9308413219228393,0.0003,0.33,128,0.3
228,0.06421740202416709,0.31475,1.0,0.9707442979443206,0.9681200332139579,0.8914358538307245,0.9310900758875226,0.0003,0.33,128,0.3
229,0.06265147758265775,0.313925,1.0,0.9707442979443206,0.9680487563920493,0.8908913390632933,0.930817818503807,0.0003,0.33,128,0.3
230,0.06418656544165516,0.311875,0.9749345683209042,0.9610117369599884,0.9644687921272821,0.8906822256185023,0.9258469812892454,0.0003,0.33,128,0.3
231,0.06282756068439095,0.31075,0.985868324780266,0.9673597428432986,0.965424413375309,0.8919670923347287,0.9296634175890137,0.0003,0.33,128,0.3
232,0.06411805882581113,0.3043,1.0,0.9707442979443206,0.9679878979684728,0.8909715195515489,0.9308579087479347,0.0003,0.33,128,0.3
233,0.06468125219160188,0.31525,0.9890662435406382,0.9697626983157988,0.9673058216099117,0.8924838905448546,0.9311232944303267,0.0003,0.33,128,0.3
234,0.06267639828851387,0.3139,0.985868324780266,0.9676874678568472,0.9655584140169178,0.8909864127135125,0.9293369402851799,0.0003,0.33,128,0.3
235,0.06411879642400425,0.310925,0.9878276375131079,0.968958927755138,0.9668677272149593,0.8911345334543138,0.930046730604726,0.0003,0.33,128,0.3
236,0.06321495789681927,0.30635,0.9878276375131079,0.9693784566617476,0.9671080380989605,0.8909527349683442,0.9301655958150459,0.0003,0.33,128,0.3
237,0.06401880327935157,0.29865,0.9890662435406382,0.9697626983157988,0.9672711933658161,0.8908747916231732,0.930318744969486,0.0003,0.33,128,0.3
238,0.06358746548114287,0.3037,0.9890662435406382,0.9701822272224084,0.9675301666647017,0.8895665940000015,0.9298744106112049,0.0003,0.33,128,0.3
239,0.0636758399776771,0.309,0.9878276375131079,0.968146999930104,0.9663125668641164,0.8895933853198175,0.9288701926249607,0.0003,0.33,128,0.3
240,0.06348814581610447,0.299275,0.985868324780266,0.9615738076819005,0.9643123307104454,0.8895880317380942,0.9255809197099973,0.0003,0.33,128,0.3
241,0.06369788486877986,0.3029,1.0,0.9707442979443206,0.968041603504092,0.8903685029329655,0.9305564004386431,0.0003,0.33,128,0.3
242,0.06341953117878667,0.3095,0.9890662435406382,0.9689507704907647,0.9666849591184747,0.8906990406986861,0.9298249055947254,0.0003,0.33,128,0.3
243,0.06163139378747465,0.3083,0.9890662435406382,0.9697626983157988,0.9672747980442933,0.8899218440488627,0.9298422711823306,0.0003,0.33,128,0.3
244,0.06322520791631585,0.306875,0.9890662435406382,0.9636490381408521,0.9658540575759613,0.8911664576375409,0.9274077478891964,0.0003,0.33,128,0.3
245,0.06284535776338168,0.31065,0.9878276375131079,0.9628452675801913,0.9656929207303955,0.8906997469666409,0.9267725072734161,0.0003,0.33,128,0.3
246,0.06226133394202078,0.303925,0.9890662435406382,0.9636490381408521,0.9665098407035819,0.8910705619112692,0.9273598000260607,0.0003,0.33,128,0.3
247,0.06297899946814048,0.30755,0.9890662435406382,0.9689507704907647,0.9666813544399977,0.8907337575952275,0.9298422640429962,0.0003,0.33,128,0.3
248,0.06268480710723566,0.302425,0.9878276375131079,0.968146999930104,0.9662134251870872,0.8902935110818238,0.9292202555059639,0.0003,0.33,128,0.3
249,0.06356389617166376,0.305275,1.0,0.9707442979443206,0.9681647400800273,0.8895764658698871,0.9301603819071038,0.0003,0.33,128,0.3
250,0.06348873957981206,0.30485,0.9878276375131079,0.9628452675801913,0.966076590025647,0.8886905283438705,0.925767897962031,0.0003,0.33,128,0.3
251,0.062251601062315455,0.31315,0.9890662435406382,0.9636490381408521,0.9662748636684464,0.8901732970343642,0.9269111675876082,0.0003,0.33,128,0.3
252,0.06380315701960267,0.3171,0.9890662435406382,0.9701822272224084,0.9677564141419024,0.889431636060764,0.9298069316415862,0.0003,0.33,128,0.3
253,0.0631146833294185,0.310125,0.9890662435406382,0.9636490381408521,0.9666605029665354,0.8904030146740551,0.9270260264074537,0.0003,0.33,128,0.3
254,0.06250839562608058,0.312125,0.976893881053746,0.9612711930645886,0.9607997442255702,0.8903748759653165,0.9258230345149525,0.0003,0.33,128,0.3
255,0.06248450688548236,0.316625,0.976893881053746,0.9622831968582792,0.9653490578943242,0.8908037468369232,0.9265434718476012,0.0003,0.33,128,0.3
256,0.06305664003461942,0.311575,0.9749345683209042,0.9605922080533789,0.9636375140397184,0.8906284627248142,0.9256103353890965,0.0003,0.33,128,0.3
257,0.06256500503307431,0.311925,0.9890662435406382,0.9691702234287178,0.9669052429012999,0.8890646228914879,0.9291174231601029,0.0003,0.33,128,0.3
258,0.06461454298450549,0.315225,0.9890662435406382,0.9689507704907647,0.9668618012300292,0.8889679076375676,0.9289593390641662,0.0003,0.33,128,0.3
259,0.06344193160579348,0.308775,0.9749345683209042,0.9544785478784321,0.9633840030641088,0.8885820691532469,0.9215303085158395,0.0003,0.33,128,0.3
260,0.061760586198399615,0.311925,0.976893881053746,0.9668376752880337,0.965109611527317,0.8887768738704006,0.9278072745792172,0.0003,0.33,128,0.3
261,0.06227841580292171,0.312575,0.9749345683209042,0.966313469309901,0.9645602491529744,0.888962210503778,0.9276378399068395,0.0003,0.33,128,0.3
262,0.06387590218635261,0.31015,0.9878276375131079,0.9683664528680571,0.9665879759113428,0.8881322174103353,0.9282493351391963,0.0003,0.33,128,0.3
263,0.06185454553065623,0.313775,0.9890662435406382,0.9701822272224084,0.9679070764048558,0.8882592112999378,0.9292207192611731,0.0003,0.33,128,0.3
264,0.06163515302321471,0.312675,0.985868324780266,0.9670949929697663,0.9654472066435459,0.888133885326015,0.9276144391478907,0.0003,0.33,128,0.3
265,0.06384947943424676,0.3135,0.9749345683209042,0.9667976721213865,0.9648475435069397,0.8891291829253589,0.9279634275233727,0.0003,0.33,128,0.3
266,0.06346188157837307,0.316325,0.985868324780266,0.9673597428432986,0.9655601532992713,0.8894886210973811,0.9284241819703398,0.0003,0.33,128,0.3
267,0.061706233127029005,0.308475,0.9749345683209042,0.9605922080533789,0.9639608751854487,0.8891497107071001,0.9248709593802396,0.0003,0.33,128,0.3
268,0.06286112971177199,0.313175,0.9749345683209042,0.9599997331662979,0.9603938448691919,0.8899828587309877,0.9249912959486428,0.0003,0.33,128,0.3
269,0.062069600889559796,0.320425,0.985868324780266,0.9668755400318132,0.9652877812842973,0.8896681427084496,0.9282718413701314,0.0003,0.33,128,0.3
270,0.06031386261420524,0.3137,0.9736959622933739,0.959195962605637,0.9559941208056546,0.8884719889383073,0.9238339757719721,0.0003,0.33,128,0.3
271,0.0623788049380914,0.316225,0.9749345683209042,0.9602644830398303,0.9640877210465748,0.890003085534307,0.9251337842870686,0.0003,0.33,128,0.3
272,0.062368009527099214,0.31665,0.9890662435406382,0.9697626983157988,0.9677925725878673,0.891091285804148,0.9304269920599734,0.0003,0.33,128,0.3
273,0.06225489256224756,0.308825,0.976893881053746,0.9665729254145012,0.9652850370613447,0.8891332908751008,0.927853108144801,0.0003,0.33,128,0.3
274,0.06078284055425001,0.314275,0.9749345683209042,0.9544785478784321,0.9630019684444968,0.8889056309862794,0.9216920894323557,0.0003,0.33,128,0.3
275,0.0625739288231393,0.3117,0.976893881053746,0.9671654003015822,0.9655200814988918,0.8886482044436153,0.9279068023725987,0.0003,0.33,128,0.3
276,0.06168936647549255,0.312275,1.0,0.9760460302942332,0.9684502675015834,0.8890929049154511,0.9325694676048422,0.0003,0.33,128,0.3
277,0.0606752360270313,0.3132,0.976893881053746,0.9675849292081918,0.9660202246139694,0.8893761117438796,0.9284805204760358,0.0003,0.33,128,0.3
278,0.061846598165765404,0.317525,0.9749345683209042,0.9602644830398303,0.9599177401594345,0.8882840031544141,0.9242742430971223,0.0003,0.33,128,0.3
279,0.06238161057601865,0.314225,0.976893881053746,0.9668376752880337,0.965109611527317,0.8887756247610092,0.9278066500245215,0.0003,0.33,128,0.3
280,0.06159579179486371,0.3184,0.976893881053746,0.9665729254145012,0.9646255989243668,0.8894722890844198,0.9280226072494605,0.0003,0.33,128,0.3
281,0.06155752657209339,0.318225,0.9749345683209042,0.9599997331662979,0.9602927331893253,0.8895718263807135,0.9247857797735057,0.0003,0.33,128,0.3
282,0.060727755397437515,0.320675,0.9890662435406382,0.9747367056521629,0.9673484238446507,0.8889387137955599,0.9318377097238614,0.0003,0.33,128,0.3
283,0.060713940368246996,0.3252,0.9890662435406382,0.9752838836036646,0.9709300987850739,0.8882498892750206,0.9317668864393426,0.0003,0.33,128,0.3
284,0.0627500315457701,0.31815,1.0,0.9760460302942332,0.9684502675015834,0.8893367304878483,0.9326913803910408,0.0003,0.33,128,0.3
285,0.06053326566850818,0.314625,0.9878276375131079,0.968146999930104,0.9663125668641164,0.8880606774390414,0.9281038386845727,0.0003,0.33,128,0.3
286,0.06299539722535709,0.316125,0.9890662435406382,0.9697626983157988,0.9676023024188011,0.8887488174430225,0.9292557578794106,0.0003,0.33,128,0.3
287,0.061147922929515854,0.323525,0.9878276375131079,0.9628452675801913,0.9657207855855161,0.8885077212821129,0.9256764944311521,0.0003,0.33,128,0.3
288,0.06016719448998491,0.318225,0.9890662435406382,0.9691702234287178,0.9670212265892777,0.8892562743731933,0.9292132489009556,0.0003,0.33,128,0.3
289,0.06139620560569654,0.311975,0.976893881053746,0.9675849292081918,0.965869562351016,0.8901315177201577,0.9288582234641748,0.0003,0.33,128,0.3
290,0.05995151919831778,0.3133,0.9878276375131079,0.968146999930104,0.9662134251870872,0.8900109367158302,0.9290789683229671,0.0003,0.33,128,0.3
291,0.06121304342199467,0.313325,0.9890662435406382,0.9636490381408521,0.966761614646402,0.8885126867250679,0.92608086243296,0.0003,0.33,128,0.3
292,0.060847316772938476,0.316225,0.9890662435406382,0.9694349733022503,0.9674533794382011,0.8885449064875812,0.9289899398949157,0.0003,0.33,128,0.3
293,0.06058815476528302,0.3139,0.976893881053746,0.9618636679516696,0.9648271885404249,0.8889436493481437,0.9254036586499066,0.0003,0.33,128,0.3
294,0.059055289431828965,0.314975,0.9749345683209042,0.9610117369599884,0.9640725487025651,0.8885275656603095,0.924769651310149,0.0003,0.33,128,0.3
295,0.05983174376052292,0.31875,0.9890662435406382,0.9697626983157988,0.9671453862988035,0.8881601600634497,0.9289614291896242,0.0003,0.33,128,0.3
296,0.061618303396670474,0.313425,0.9878276375131079,0.9628452675801913,0.9657920624074245,0.8870829358647788,0.924964101722485,0.0003,0.33,128,0.3
297,0.060691017028670066,0.314825,0.9890662435406382,0.9697626983157988,0.9674069332897783,0.8868767543061815,0.9283197263109901,0.0003,0.33,128,0.3
298,0.0606181005935211,0.315025,0.9890662435406382,0.9691702234287178,0.9672610473414308,0.8877819847108137,0.9284761040697658,0.0003,0.33,128,0.3
299,0.0613759369826045,0.316725,1.0,0.9707442979443206,0.9682360169019357,0.8864460579202478,0.9285951779322842,0.0003,0.33,128,0.3
300,0.060698584457127246,0.324425,0.9890662435406382,0.9689507704907647,0.966555547372985,0.8868889696467339,0.9279198700687493,0.0003,0.33,128,0.3
301,0.06207740473119658,0.317275,0.976893881053746,0.9673848532395353,0.9653534967651121,0.8877938018511584,0.9275893275453468,0.0003,0.33,128,0.3
302,0.06041282368931904,0.316075,0.9890662435406382,0.9744719557786305,0.9671560917478804,0.8887366827692518,0.9316043192739412,0.0003,0.33,128,0.3
303,0.06048659907697226,0.322475,0.976893881053746,0.9675849292081918,0.9623927136575493,0.8881934242164813,0.9278891767123365,0.0003,0.33,128,0.3
304,0.06113601779289426,0.321475,0.9890662435406382,0.9697626983157988,0.9604752173846057,0.8887038832468146,0.9292332907813067,0.0003,0.33,128,0.3
305,0.059450933794049705,0.3169,0.9890662435406382,0.9694349733022503,0.9669964633182035,0.8871804529567737,0.928307713129512,0.0003,0.33,128,0.3
306,0.06085486497505159,0.3092,0.9890662435406382,0.9697626983157988,0.9673852070509567,0.8883876254273291,0.9290751618715639,0.0003,0.33,128,0.3
307,0.060514693180013554,0.31805,0.9890662435406382,0.9701822272224084,0.9677564141419024,0.8885290886817794,0.9293556579520938,0.0003,0.33,128,0.3
308,0.062122697347338794,0.31365,0.9890662435406382,0.9701822272224084,0.9678802512060776,0.8874318814646955,0.928807054343552,0.0003,0.33,128,0.3
309,0.061086920235891205,0.32065,0.9890662435406382,0.9697626983157988,0.9672345447880031,0.8874762289407356,0.9286194636282672,0.0003,0.33,128,0.3
310,0.06049926556716237,0.313225,0.9878276375131079,0.973932935091502,0.967105443335782,0.8873367118062241,0.9306348234488631,0.0003,0.33,128,0.3
311,0.06095303974502179,0.3201,0.9890662435406382,0.9697626983157988,0.9667040134565958,0.8872554019351808,0.9285090501254898,0.0003,0.33,128,0.3
312,0.06071075415159223,0.32805,0.9890662435406382,0.9694349733022503,0.9602371359148061,0.8888897623877463,0.9291623678449983,0.0003,0.33,128,0.3
313,0.05973533399845398,0.318275,1.0,0.9707442979443206,0.9682360169019357,0.8880322184681281,0.9293882582062243,0.0003,0.33,128,0.3
314,0.059955659663106245,0.32385,1.0,0.9760460302942332,0.9687565213586276,0.8892378708795795,0.9326419505869064,0.0003,0.33,128,0.3
315,0.06042701424799937,0.321225,0.9890662435406382,0.9636490381408521,0.9663938570156041,0.8868089971534007,0.9252290176471264,0.0003,0.33,128,0.3
316,0.06053892135331345,0.31475,0.9878276375131079,0.9628452675801913,0.9649510836593155,0.8872877498469657,0.9250665087135785,0.0003,0.33,128,0.3
317,0.06164754183814476,0.316775,0.9890662435406382,0.9694349733022503,0.9670975749980701,0.8873516573223648,0.9283933153123075,0.0003,0.33,128,0.3
318,0.05848116764076418,0.321575,0.9878276375131079,0.9628452675801913,0.9587096842392986,0.8878718099788585,0.9253585387795249,0.0003,0.33,128,0.3
319,0.06109019506573287,0.32325,0.9890662435406382,0.9636490381408521,0.9664919590362908,0.8872431706388306,0.9254461043898414,0.0003,0.33,128,0.3
320,0.05971201926268533,0.329625,0.9890662435406382,0.9697626983157988,0.963974791462381,0.8890920902551915,0.9294273942854951,0.0003,0.33,128,0.3
321,0.060378713371381884,0.323425,0.9890662435406382,0.9697626983157988,0.9666947453483603,0.8886825407597629,0.9292226195377808,0.0003,0.33,128,0.3
322,0.06090999268933906,0.321275,1.0,0.9707442979443206,0.9681200332139579,0.8869806350532783,0.9288624664987994,0.0003,0.33,128,0.3
323,0.06250157912650864,0.323275,0.9878276375131079,0.9686312027415894,0.9665632126402686,0.8862433503545776,0.9274372765480835,0.0003,0.33,128,0.3
324,0.05950347818536364,0.325,0.9890662435406382,0.9636490381408521,0.9591704606042516,0.888447963784529,0.9260485009626905,0.0003,0.33,128,0.3
325,0.06014656494732482,0.331425,0.9890662435406382,0.9694349733022503,0.9669320002161499,0.8888347020788807,0.9291348376905655,0.0003,0.33,128,0.3
326,0.05971572137495073,0.327975,1.0,0.9707442979443206,0.9611883173087854,0.8882698436642577,0.9295070708042892,0.0003,0.33,128,0.3
327,0.05963117548686899,0.328725,0.9890662435406382,0.9697626983157988,0.9674069332897783,0.8872070118699815,0.9284848550928901,0.0003,0.33,128,0.3
328,0.059435005973499384,0.322475,0.9890662435406382,0.9701822272224084,0.9679962348940555,0.8892190445714552,0.9297006358969317,0.0003,0.33,128,0.3
329,0.059732199897873456,0.329225,1.0,0.9707442979443206,0.9677146376798846,0.8886802611891921,0.9297122795667563,0.0003,0.33,128,0.3
330,0.060245176447792675,0.3262,1.0,0.9707442979443206,0.9646878913865606,0.8889877563920661,0.9298660271681933,0.0003,0.33,128,0.3
331,0.05929241553364706,0.32465,0.9878276375131079,0.968146999930104,0.9626324956654295,0.8873102979571734,0.9277286489436387,0.0003,0.33,128,0.3
332,0.058540172873940505,0.328275,0.9878276375131079,0.9686312027415894,0.9626867288223392,0.8879077573701558,0.9282694800558726,0.0003,0.33,128,0.3
333,0.059557805382160746,0.3245,0.9878276375131079,0.968146999930104,0.9660387680252276,0.8873632869588217,0.9277551434444629,0.0003,0.33,128,0.3
334,0.05936159420283088,0.324425,0.976893881053746,0.9683968570332259,0.9628140086531232,0.8871264263878276,0.9277616417105268,0.0003,0.33,128,0.3
335,0.05972256302257383,0.320975,0.976893881053746,0.967804382146145,0.965686756545086,0.8865016182247858,0.9271530001854653,0.0003,0.33,128,0.3
336,0.06070754610939462,0.318975,0.9890662435406382,0.9691702234287178,0.9671718888522312,0.8872724196368942,0.928221321532806,0.0003,0.33,128,0.3
337,0.058687803490464034,0.320275,0.9749345683209042,0.9718346545977667,0.9619804256432926,0.8880922887820069,0.9299634716898868,0.0003,0.33,128,0.3
338,0.06097882557745245,0.321525,0.9890662435406382,0.9697626983157988,0.967109408990669,0.888374217089094,0.9290684577024464,0.0003,0.33,128,0.3
339,0.059839377428882144,0.32735,0.9890662435406382,0.9694349733022503,0.9673642209490014,0.8875228480534904,0.9284789106778704,0.0003,0.33,128,0.3
340,0.060474628214128606,0.321925,0.9890662435406382,0.9697626983157988,0.9672747980442933,0.8873131001280884,0.9285378992219435,0.0003,0.33,128,0.3
341,0.06102432435726435,0.3223,0.9890662435406382,0.9701822272224084,0.9675301666647017,0.8869650826404392,0.9285736549314239,0.0003,0.33,128,0.3
342,0.06040766844700121,0.32245,1.0,0.9707442979443206,0.9647890030664272,0.8871029828280839,0.9289236403862022,0.0003,0.33,128,0.3
343,0.06007551302322336,0.3255,0.9890662435406382,0.9701822272224084,0.9643806771283023,0.8874912595350883,0.9288367433787483,0.0003,0.33,128,0.3
344,0.06049619536928677,0.3239,0.9890662435406382,0.9697626983157988,0.967109408990669,0.888011031987523,0.9288868651516609,0.0003,0.33,128,0.3
345,0.05787535952440349,0.330225,0.9890662435406382,0.9691702234287178,0.9669765197232083,0.8882548968876369,0.9287125601581774,0.0003,0.33,128,0.3
346,0.0605245390808984,0.3233,0.9890662435406382,0.9747367056521629,0.9640886705190286,0.8870298805225122,0.9308832930873375,0.0003,0.33,128,0.3
347,0.05997290117034487,0.32005,0.9890662435406382,0.9694349733022503,0.9673373957502232,0.8879939878251938,0.928714480563722,0.0003,0.33,128,0.3
348,0.05846438944608381,0.32505,0.9890662435406382,0.9697626983157988,0.9641918868302255,0.8871841826722318,0.9284734404940153,0.0003,0.33,128,0.3
349,0.05938382653311523,0.3191,0.9890662435406382,0.9636490381408521,0.9629438335209157,0.8881457937201158,0.925897415930484,0.0003,0.33,128,0.3
350,0.05983377430597897,0.317325,1.0,0.9707442979443206,0.9682885771442025,0.8873676182244261,0.9290559580843734,0.0003,0.33,128,0.3
351,0.060217039847866936,0.3205,1.0,0.9707442979443206,0.9682885771442025,0.8865717213768602,0.9286580096605904,0.0003,0.33,128,0.3
352,0.059655861294741847,0.322075,1.0,0.9707442979443206,0.964598732897361,0.8879362121601196,0.9293402550522201,0.0003,0.33,128,0.3
353,0.05928974577507965,0.326025,0.9878276375131079,0.9693784566617476,0.9670565175130361,0.8886360399603286,0.9290072483110381,0.0003,0.33,128,0.3
354,0.0590422541468227,0.327725,0.9890662435406382,0.9701822272224084,0.9673063117417597,0.887931758216371,0.9290569927193897,0.0003,0.33,128,0.3
355,0.05981434931440691,0.32255,0.9890662435406382,0.9697626983157988,0.966591634447095,0.8885397450088601,0.9291512216623294,0.0003,0.33,128,0.3
356,0.0594478024104549,0.3246,0.9890662435406382,0.9694349733022503,0.9637367099925813,0.8883148185174932,0.9288748959098717,0.0003,0.33,128,0.3
357,0.058323018739406846,0.3313,0.9878276375131079,0.9628452675801913,0.962381646818849,0.8874823204287172,0.9251637940044543,0.0003,0.33,128,0.3
358,0.05944152254883971,0.331875,0.9878276375131079,0.9686312027415894,0.9632539087315596,0.8886933182670154,0.9286622605043025,0.0003,0.33,128,0.3
359,0.05929992719378876,0.32445,0.976893881053746,0.9739180423210916,0.9666305552187504,0.888128950213515,0.9310234962673033,0.0003,0.33,128,0.3
360,0.060551302733716984,0.3274,0.9878276375131079,0.968958927755138,0.9668012941100683,0.8891677892248729,0.9290633584900054,0.0003,0.33,128,0.3
361,0.059936023897344134,0.323775,0.976893881053746,0.9622831968582792,0.9656187135044354,0.888878628467629,0.9255809126629542,0.0003,0.33,128,0.3
362,0.06016159956222286,0.3254,0.9878276375131079,0.9742606601050506,0.9637428390479399,0.8880077361781917,0.9311341981416212,0.0003,0.33,128,0.3
363,0.05889453637080155,0.321975,0.9890662435406382,0.9697626983157988,0.9675754772200228,0.8877511629251451,0.9287569306204719,0.0003,0.33,128,0.3
364,0.059491770398826214,0.323775,0.9878276375131079,0.9742606601050506,0.9674595084935596,0.8873690893338831,0.9308148747194669,0.0003,0.33,128,0.3
365,0.05940600478115459,0.32375,0.9890662435406382,0.975483959572321,0.9681311000526582,0.8873082704201527,0.9313961149962369,0.0003,0.33,128,0.3
366,0.059230851806743055,0.3257,1.0,0.9760460302942332,0.9685394259907831,0.8879287235467519,0.9319873769204925,0.0003,0.33,128,0.3
367,0.058693399115510685,0.3193,0.976893881053746,0.9622831968582792,0.9652330742063463,0.8867821977101595,0.9245326972842194,0.0003,0.33,128,0.3
368,0.05922639725845334,0.3295,0.9749345683209042,0.9605922080533789,0.9638277842087846,0.8867485892402183,0.9236703986467986,0.0003,0.33,128,0.3
369,0.05988210449350709,0.32695,0.9749345683209042,0.9602644830398303,0.9604850652860956,0.8875941560205207,0.9239293195301754,0.0003,0.33,128,0.3
